URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1,0,0.999999,0.055555552,35,28.57142857,25.42857143,35,10,23,"[2, 1, 3, 2, 3, 1, 1, 2, 3, 3, 3, 2, 4, 4, 3, 1, 2, 2, 1, 2, 4, 4, 2]",,6.888888889
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,3,3,0,0.166666662,22.5,18.88888889,16.55555556,22.5,17,50,"[2, 1, 2, 1, 1, 2, 2, 1, 1, 5, 2, 2, 3, 2, 3, 1, 2, 2, 1, 2, 4, 1, 1, 1, 4, 1, 2, 1, 3, 2, 1, 3, 2, 2, 1, 3, 1, 2, 3, 4, 5, 2, 2, 3, 2, 3, 4, 4, 3, 3]",,6.888888889
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,1,0,0.999999,0.19999996,14,21.42857143,14.17142857,14,3,7,"[2, 1, 1, 3, 3, 3, 1]",,5.4
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,4,0,0.99999975,0.210526305,18,19.44444444,14.97777778,18,7,22,"[2, 2, 2, 5, 5, 1, 3, 1, 2, 2, 2, 5, 2, 1, 2, 2, 7, 2, 3, 3, 1, 1]",,7.947368421
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,1,1,0,0.060606059,14.6,16.43835616,12.41534247,14.6,12,43,"[1, 1, 1, 2, 1, 1, 2, 4, 2, 1, 2, 3, 2, 1, 5, 2, 2, 3, 1, 1, 1, 3, 3, 3, 1, 1, 3, 1, 4, 2, 1, 1, 5, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3]",,6.242424242
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,1,0,0.999999,0.071428566,33,18.18181818,20.47272727,33,6,17,"[2, 3, 1, 4, 2, 3, 3, 2, 2, 2, 4, 1, 3, 1, 1, 1, 2]",,6.285714286
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1,0,0.999999,0.039999998,32.5,23.07692308,22.23076923,32.5,15,33,"[1, 2, 2, 1, 5, 4, 1, 2, 3, 2, 3, 2, 3, 1, 4, 1, 3, 1, 3, 2, 4, 3, 1, 3, 2, 3, 3, 2, 3, 1, 2, 1, 4]",,7.72
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1,1,0,0.076923074,13.6,20.58823529,13.67529412,13.6,14,32,"[2, 1, 6, 4, 2, 4, 1, 2, 3, 2, 1, 4, 4, 2, 4, 2, 1, 2, 4, 3, 2, 2, 2, 3, 2, 3, 1, 2, 6, 5, 4, 2]",,8.346153846
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0,0,0,0,11,24.24242424,14.0969697,11,8,18,"[4, 1, 3, 1, 2, 1, 2, 4, 4, 1, 3, 2, 2, 1, 2, 3, 3, 4]",,7.214285714
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,19,36,-0.309090903,0.180327868,14.94545455,15.81508516,12.30421588,14.94545455,130,403,"[2, 4, 2, 1, 2, 2, 1, 3, 2, 2, 1, 4, 1, 1, 2, 2, 4, 4, 1, 1, 2, 1, 2, 2, 1, 3, 4, 2, 1, 2, 2, 1, 1, 3, 2, 2, 3, 1, 3, 2, 3, 1, 2, 1, 3, 2, 2, 4, 2, 1, 3, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 1, 1, 2, 2, 2, 1, 3, 2, 1, 2, 1, 3, 1, 1, 1, 3, 2, 2, 3, 4, 2, 1, 2, 3, 1, 3, 1, 2, 1, 3, 2, 2, 4, 2, 4, 3, 2, 1, 3, 2, 1, 2, 1, 2, 2, 2, 3, 1, 4, 1, 4, 2, 2, 3, 2, 3, 1, 3, 1, 3, 2, 1, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 1, 4, 4, 2, 2, 2, 2, 2, 4, 3, 1, 2, 4, 3, 3, 3, 3, 2, 4, 4, 2, 4, 5, 4, 2, 2, 3, 2, 3, 1, 3, 2, 1, 2, 3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 2, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 4, 3, 1, 2, 1, 4, 2, 1, 1, 1, 2, 2, 1, 1, 4, 4, 1, 2, 2, 4, 1, 2, 1, 1, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 4, 1, 1, 3, 3, 1, 1, 2, 4, 1, 1, 1, 3, 2, 3, 2, 2, 3, 1, 1, 2, 1, 1, 3, 4, 3, 1, 3, 2, 2, 2, 1, 3, 3, 4, 4, 2, 3, 3, 2, 2, 2, 4, 2, 1, 3, 1, 2, 1, 4, 3, 2, 4, 3, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 5, 2, 3, 1, 2, 2, 3, 2, 3, 4, 3, 1, 3, 1, 2, 3, 2, 1, 1, 2, 2, 3, 2, 2, 1, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 1, 1, 3, 1, 4, 3, 3, 1, 1, 3, 1, 2, 2, 2, 3, 2, 3, 2, 1, 2, 4, 1, 2, 1, 3, 3, 1, 3, 3, 3, 2, 4, 3, 4, 1, 3, 2, 3, 2, 4, 3, 1, 4, 2, 1, 2, 1, 3, 2, 2, 1, 1, 2]",,6.750819672
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1,0,0.999999,0.083333326,27,11.11111111,15.24444444,27,3,18,"[1, 2, 1, 2, 2, 1, 5, 3, 1, 2, 2, 2, 2, 2, 2, 1, 3, 1]",,6.916666667
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0,0,0,0,33,33.33333333,26.53333333,33,11,19,"[4, 1, 2, 1, 2, 2, 5, 4, 2, 2, 3, 2, 4, 4, 3, 3, 6, 3, 3]",,8.388888889
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,0,0,0,7,0,2.8,7,0,5,"[2, 1, 2, 2, 1]",,5.5
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,2,13,-0.733333284,0.405405394,17.71428571,8.870967742,10.63410138,17.71428571,11,50,"[4, 1, 2, 3, 1, 4, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 1, 1, 2, 3, 1, 1, 1, 2, 1, 4, 1, 1, 2, 3, 4, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1]",,6.189189189
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,1,3,-0.499999875,0.06060606,22.42857143,24.20382166,18.65295723,22.42857143,38,73,"[4, 3, 4, 3, 2, 2, 2, 3, 1, 3, 2, 2, 2, 2, 1, 4, 1, 3, 3, 2, 1, 1, 2, 5, 3, 4, 3, 1, 2, 2, 5, 3, 5, 4, 3, 2, 4, 3, 1, 2, 2, 4, 2, 4, 5, 1, 3, 1, 3, 3, 3, 2, 2, 3, 3, 4, 2, 1, 1, 3, 2, 4, 1, 4, 1, 2, 2, 2, 2, 3, 3, 3, 4]",,8.227272727
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1,1,0,0.045454544,32,14.58333333,18.63333333,32,14,53,"[3, 2, 4, 1, 2, 2, 3, 4, 1, 1, 2, 1, 1, 3, 2, 2, 2, 3, 2, 3, 2, 4, 2, 2, 2, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 6, 4, 3, 2, 2, 4, 2, 2, 2, 1, 2, 2, 3]",,6.590909091
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0,1,-0.999999,0.142857122,10,6.666666667,6.666666667,10,2,14,"[2, 1, 1, 1, 4, 2, 1, 4, 1, 1, 1, 2, 1, 1]",,5.571428571
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,5,1,0.666666556,0.107142855,13.61538462,16.38418079,11.99982616,13.61538462,29,88,"[1, 4, 2, 2, 2, 2, 2, 2, 2, 4, 1, 1, 4, 1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 2, 2, 2, 2, 3, 2, 2, 1, 1, 2, 2, 2, 3, 3, 3, 2, 2, 5, 3, 2, 1, 3, 1, 2, 3, 5, 2, 1, 2, 1, 2, 1, 3, 2, 2, 3, 2, 3, 3, 1, 3, 1, 2, 3, 2, 3, 2, 2, 3, 4, 2, 1, 3, 2, 3, 3, 2, 1, 1, 1, 1, 3, 2, 2, 3]",,6.767857143
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,11,3,0.571428531,0.229508193,19.8,14.64646465,13.77858586,19.8,29,95,"[2, 3, 2, 1, 2, 3, 1, 3, 1, 3, 1, 1, 1, 1, 2, 4, 2, 2, 3, 1, 2, 2, 3, 1, 3, 2, 4, 3, 2, 2, 1, 3, 1, 1, 2, 2, 1, 1, 3, 1, 3, 3, 4, 1, 2, 2, 1, 1, 3, 1, 2, 3, 3, 2, 1, 2, 2, 2, 2, 3, 2, 2, 1, 1, 3, 3, 2, 1, 2, 3, 1, 1, 2, 2, 4, 2, 1, 3, 3, 2, 1, 3, 2, 2, 3, 2, 2, 2, 4, 1, 2, 1, 2, 4, 1]",,7.344262295
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,7,0,0.999999857,0.218749993,16,26.25,16.9,16,21,42,"[1, 3, 1, 1, 3, 3, 3, 4, 2, 2, 4, 3, 2, 5, 4, 3, 3, 1, 4, 2, 1, 2, 1, 1, 1, 3, 1, 3, 2, 2, 3, 1, 3, 2, 1, 1, 1, 1, 5, 3, 3, 3]",,7.28125
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0,1,-0.999999,0.055555552,21.33333333,15.625,14.78333333,21.33333333,10,32,"[1, 1, 3, 2, 3, 4, 2, 1, 2, 1, 3, 1, 3, 1, 3, 1, 2, 3, 2, 2, 1, 2, 2, 3, 1, 2, 3, 3, 1, 1, 2, 1]",,6.777777778
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,1,2,-0.333333222,0.272727248,17,14.70588235,12.68235294,17,5,17,"[2, 3, 3, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 1, 3, 4, 2]",,6.545454545
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,3,0,0.999999667,0.272727248,8.6,13.95348837,9.021395349,8.6,6,21,"[3, 2, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 3]",,6.727272727
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,2,4,-0.333333278,0.206896545,30.5,14.75409836,18.10163934,30.5,9,36,"[3, 2, 1, 2, 2, 3, 3, 2, 1, 2, 2, 1, 1, 2, 1, 4, 3, 3, 3, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 5, 1, 2, 1, 2, 3]",,6.655172414
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,1,2,-0.333333222,0.124999995,14.25,22.80701754,14.82280702,14.25,13,28,"[2, 4, 2, 5, 2, 3, 2, 3, 2, 5, 2, 4, 5, 3, 2, 4, 1, 2, 5, 3, 2, 1, 3, 2, 4, 1, 2, 1]",,8.083333333
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,1,11,-0.833333264,0.3076923,22.75,20.87912088,17.45164835,22.75,19,51,"[2, 1, 2, 2, 3, 3, 1, 3, 4, 1, 1, 2, 2, 3, 4, 2, 2, 3, 3, 2, 1, 3, 4, 1, 2, 4, 3, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 1, 3, 4, 2]",,6.948717949
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0,1,-0.999999,0.045454543,25.66666667,15.58441558,16.5004329,25.66666667,12,38,"[1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 5, 1, 2, 1, 3, 3, 1, 4, 2, 1, 4, 2, 3, 1, 1, 1, 1, 1, 4, 3, 2, 2, 3, 1, 2, 3]",,6.909090909
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,1,4,-0.59999988,0.084745761,27.8,19.42446043,18.88978417,27.8,27,75,"[2, 1, 4, 2, 2, 3, 1, 2, 3, 3, 5, 2, 3, 3, 1, 3, 2, 3, 3, 2, 3, 1, 1, 2, 1, 4, 2, 5, 3, 2, 3, 1, 3, 1, 1, 1, 5, 2, 2, 4, 2, 2, 1, 2, 1, 1, 2, 3, 2, 2, 2, 2, 1, 3, 2, 2, 1, 1, 2, 1, 1, 2, 1, 4, 1, 4, 2, 3, 1, 1, 2, 3, 5, 3, 3]",,7.118644068
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0,0,0,0,1,0,0.4,1,0,0,[],,0
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0,3,-0.999999667,0.078947366,27,25.92592593,21.17037037,27,21,42,"[5, 3, 2, 3, 1, 2, 2, 4, 3, 3, 2, 3, 1, 2, 1, 5, 1, 3, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1, 3, 2, 3, 3, 2, 1, 2, 1]",,7.157894737
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,1,1,0,0.057142856,14.4,20.83333333,14.09333333,14.4,15,42,"[2, 1, 3, 2, 4, 3, 3, 2, 3, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 3, 3, 1, 2, 3, 2, 4, 1, 3, 2, 1, 1, 2, 1, 2, 4, 3, 4, 3, 4, 2, 2, 2]",,7.085714286
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,1,2,-0.333333222,0.083333331,20.25,19.75308642,16.00123457,20.25,16,47,"[2, 1, 3, 3, 4, 2, 1, 4, 2, 1, 3, 1, 2, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 3, 2, 4, 4, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 2, 1, 5, 3, 3, 2, 1, 1]",,7.166666667
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,1,0,0.999999,0.028571428,21.66666667,33.84615385,22.20512821,21.66666667,22,41,"[2, 1, 3, 2, 1, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 4, 2, 2, 1, 3, 4, 3, 2, 3, 3, 3, 2, 4, 3, 3, 2, 3, 5, 3, 3, 2, 1, 2, 2, 1, 2]",,7.028571429
91,https://insights.blackcoffer.com/human-rights-outlook/,0,1,-0.999999,0.071428566,21,14.28571429,14.11428571,21,6,19,"[1, 3, 2, 3, 1, 3, 2, 1, 4, 3, 5, 1, 2, 1, 2, 2, 1, 2, 1]",,5.785714286
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,4,0,0.99999975,0.159999994,18.66666667,17.85714286,14.60952381,18.66666667,10,36,"[2, 1, 1, 2, 3, 2, 3, 2, 3, 4, 2, 1, 1, 3, 4, 1, 3, 3, 2, 2, 2, 1, 1, 4, 3, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1]",,6.2
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,4,0,0.99999975,0.111111108,16.28571429,14.03508772,12.1283208,16.28571429,16,59,"[3, 2, 1, 1, 2, 2, 4, 2, 1, 3, 1, 1, 2, 3, 2, 4, 2, 1, 1, 2, 3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 3, 2, 1, 2, 1, 2, 3, 4, 1, 1, 2, 2, 1, 2, 3, 4, 1, 1, 2, 3, 1, 2, 4, 2, 1, 2, 3]",,6.333333333
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,1,2,-0.333333222,0.093749997,16,10.41666667,10.56666667,16,10,44,"[2, 2, 2, 3, 3, 3, 2, 1, 4, 1, 2, 3, 2, 2, 2, 2, 3, 1, 1, 2, 1, 3, 4, 1, 2, 2, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 4, 2, 2, 2, 1, 2, 2]",,6.09375
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,1,6,-0.714285612,0.137254899,28,25,21.2,28,28,61,"[2, 4, 1, 3, 1, 1, 1, 3, 1, 4, 1, 4, 1, 3, 4, 2, 4, 4, 1, 1, 2, 1, 3, 2, 1, 3, 3, 2, 1, 1, 2, 3, 3, 3, 3, 1, 3, 3, 2, 1, 2, 2, 4, 2, 3, 3, 2, 2, 3, 1, 3, 3, 4, 3, 2, 3, 4, 1, 2, 1, 1]",,7.176470588
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,2,6,-0.499999938,0.099999999,22.71428571,27.67295597,20.15489668,22.71428571,44,96,"[5, 2, 1, 2, 1, 2, 2, 1, 4, 2, 2, 4, 3, 4, 2, 4, 3, 2, 3, 3, 1, 2, 1, 4, 2, 1, 3, 2, 1, 2, 2, 5, 3, 3, 2, 2, 3, 1, 3, 1, 2, 3, 1, 1, 4, 1, 2, 2, 4, 3, 3, 5, 4, 2, 2, 4, 3, 3, 2, 3, 1, 3, 5, 3, 2, 1, 2, 3, 3, 3, 4, 3, 1, 2, 1, 3, 2, 4, 1, 2, 2, 2, 3, 4, 5, 2, 3, 2, 3, 2, 2, 2, 4, 4, 2, 2]",,7.3875
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0,3,-0.999999667,0.081081079,18.25,17.80821918,14.42328767,18.25,13,48,"[3, 1, 2, 5, 1, 1, 1, 1, 3, 2, 2, 2, 3, 2, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 3, 3, 1, 4, 3, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 3, 1, 1, 1, 2, 3, 2, 1]",,5.324324324
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,2,6,-0.499999938,0.17391304,19.85714286,16.54676259,14.56156218,19.85714286,23,58,"[1, 2, 1, 2, 1, 4, 2, 3, 3, 2, 3, 3, 1, 4, 1, 3, 1, 2, 3, 5, 2, 1, 3, 5, 2, 1, 1, 1, 2, 4, 1, 1, 1, 6, 1, 3, 1, 3, 1, 1, 2, 2, 2, 1, 3, 1, 1, 4, 1, 3, 3, 1, 1, 2, 1, 4, 2, 4]",,7.086956522
